id	name	name_en	name_zh-CN	name_zh-TW
4000092	調合を75回しよう	Synthesize 75 times	进行75次调合吧	進行75次調合
4000093	調合を100回しよう	Synthesize 100 times	进行100次调合吧	進行100次調合
4000094	調合を30回しよう	Synthesize 30 times	进行30次调合吧	進行30次調合
4000095	調合を60回しよう	Synthesize 60 times	进行60次调合吧	進行60次調合
4000096	調合を90回しよう	Synthesize 90 times	进行90次调合吧	進行90次調合
4000097	調合を120回しよう	Synthesize 120 times	进行120次调合吧	進行120次調合
4000098	調合を150回しよう	Synthesize 150 times	进行150次调合吧	進行150次調合
4000099	調合を180回しよう	Synthesize 180 times	进行180次调合吧	進行180次調合
4000100	調合を210回しよう	Synthesize 210 times	进行210次调合吧	進行210次調合
4000101	調合を240回しよう	Synthesize 240 times	进行240次调合吧	進行240次調合
4000102	調合を270回しよう	Synthesize 270 times	进行270次调合吧	進行270次調合
4000103	調合を300回しよう	Synthesize 300 times	进行300次调合吧	進行300次調合
4000104	クッキーミッション期間中に1日ログインしよう	Log in during the Cookie Missions period	在曲奇任务期间内登录1天吧	在餅乾任務的活動期間登入1天
4000105	クッキーミッション期間中に2日ログインしよう	Log in for 2 days during the Cookie Missions period	在曲奇任务期间内登录2天吧	在餅乾任務的活動期間登入2天
4000106	クッキーミッション期間中に3日ログインしよう	Log in for 3 days during the Cookie Missions period	在曲奇任务期间内登录3天吧	在餅乾任務的活動期間登入3天
4000107	育成クエストを5回クリアしよう	Clear 5 Training Quests	完成5次育成挑战吧	通關5次育成挑戰
4000108	スタミナを100消費しよう	Use 100 stamina	消耗100点体力吧	消耗100精力
4000109	スタミナを300消費しよう	Use 300 stamina	消耗300点体力吧	消耗300精力
4000110	スタミナを500消費しよう	Use 500 stamina	消耗500点体力吧	消耗500精力
4000111	調合素材を50個入手しよう	Gather Synthesis Materials × 50	获得50个调合素材吧	取得50個調合素材
4000112	調合素材を100個入手しよう	Gather Synthesis Materials × 100	获得100个调合素材吧	取得100個調合素材
4000113	調合素材を150個入手しよう	Gather Synthesis Materials × 150	获得150个调合素材吧	取得150個調合素材
4000114	調合素材を200個入手しよう	Gather Synthesis Materials × 200	获得200个调合素材吧	取得200個調合素材
4000115	武器を1個調合しよう	Synthesize 1 weapon	调合1个武器吧	調合1個武器
4000116	防具を1個調合しよう	Synthesize 1 piece of armor	调合1个防具吧	調合1個防具
4000117	装飾品を1個調合しよう	Synthesize 1 accessory	调合1个装饰品吧	調合1個裝飾品
4000118	SSRのアイテムを5個調合しよう	Synthesize 5 SSR items	调合5个SSR道具吧	調合5個SSR道具
4000119	特性レベル合計が6以上の装備アイテムを1個調合しよう	Synthesize 1 piece of equipment with a total trait level of 6 or more	调合1个特性等级合计6以上的装备道具吧	調合1個特性等級總計為6以上的裝備道具
4000120	特性レベル合計が9以上の戦闘アイテムを1個調合しよう	Synthesize 1 battle item with a total trait level of 9 or more	调合1个特性等级合计9以上的战斗道具吧	調合1個特性等級總計為9以上的戰鬥道具
4000121	素材クエストを10回クリアしよう	Clear 10 Material Quests	完成10次素材挑战吧	通關10次素材挑戰
4000122	素材クエストを50回クリアしよう	Clear 50 Material Quests	完成50次素材挑战吧	通關50次素材挑戰
4000123	素材クエストを100回クリアしよう	Clear 100 Material Quests	完成100次素材挑战吧	通關100次素材挑戰
4000124	素材クエストを150回クリアしよう	Clear 150 Material Quests	完成150次素材挑战吧	通關150次素材挑戰
4000125	素材クエストを200回クリアしよう	Clear 200 Material Quests	完成200次素材挑战吧	通關200次素材挑戰
4000126	素材クエストを250回クリアしよう	Clear 250 Material Quests	完成250次素材挑战吧	通關250次素材挑戰
4000127	素材クエストを300回クリアしよう	Clear 300 Material Quests	完成300次素材挑战吧	通關300次素材挑戰
4000128	素材クエストを350回クリアしよう	Clear 350 Material Quests	完成350次素材挑战吧	通關350次素材挑戰
4000129	素材クエストを400回クリアしよう	Clear 400 Material Quests	完成400次素材挑战吧	通關400次素材挑戰
4000130	素材クエストを450回クリアしよう	Clear 450 Material Quests	完成450次素材挑战吧	通關450次素材挑戰
4000131	素材クエストを500回クリアしよう	Clear 500 Material Quests	完成500次素材挑战吧	通關500次素材挑戰
4000132	調合を50回しよう	Synthesize 50 times	进行50次调合吧	進行50次調合
4000133	調合を75回しよう	Synthesize 75 times	进行75次调合吧	進行75次調合
4000134	調合を100回しよう	Synthesize 100 times	进行100次调合吧	進行100次調合
4000135	調合を30回しよう	Synthesize 30 times	进行30次调合吧	進行30次調合
4000136	調合を60回しよう	Synthesize 60 times	进行60次调合吧	進行60次調合
4000137	調合を90回しよう	Synthesize 90 times	进行90次调合吧	進行90次調合
4000138	調合を120回しよう	Synthesize 120 times	进行120次调合吧	進行120次調合
4000139	調合を150回しよう	Synthesize 150 times	进行150次调合吧	進行150次調合
4000140	調合を180回しよう	Synthesize 180 times	进行180次调合吧	進行180次調合
4000141	調合を210回しよう	Synthesize 210 times	进行210次调合吧	進行210次調合
4000142	調合を240回しよう	Synthesize 240 times	进行240次调合吧	進行240次調合
4000143	調合を270回しよう	Synthesize 270 times	进行270次调合吧	進行270次調合
4000144	調合を300回しよう	Synthesize 300 times	进行300次调合吧	進行300次調合
4000145	調合を30回しよう	Synthesize 30 time(s)	进行30次调合吧	進行30次調合
4000146	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
4000147	調合を90回しよう	Synthesize 90 time(s)	进行90次调合吧	進行90次調合
4000148	調合を120回しよう	Synthesize 120 time(s)	进行120次调合吧	進行120次調合
4000149	調合を150回しよう	Synthesize 150 time(s)	进行150次调合吧	進行150次調合
4000150	調合を180回しよう	Synthesize 180 time(s)	进行180次调合吧	進行180次調合
4000151	調合を210回しよう	Synthesize 210 time(s)	进行210次调合吧	進行210次調合
4000152	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
4000153	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
4000154	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
4000155	ダンジョンコインを1000個獲得しよう	Obtain 1,000 Dungeon Coins	获得1000枚迷宫硬币吧	獲得1000個迷宮硬幣
4000156	ダンジョンコインを2000個獲得しよう	Obtain 2,000 Dungeon Coins	获得2000枚迷宫硬币吧	獲得2000個迷宮硬幣
4000157	ダンジョンコインを3000個獲得しよう	Obtain 3,000 Dungeon Coins	获得3000枚迷宫硬币吧	獲得3000個迷宮硬幣
4000158	ダンジョンコインを4000個獲得しよう	Obtain 4,000 Dungeon Coins	获得4000枚迷宫硬币吧	獲得4000個迷宮硬幣
4000159	ダンジョンコインを5000個獲得しよう	Obtain 5,000 Dungeon Coins	获得5000枚迷宫硬币吧	獲得5000個迷宮硬幣
4000160	ダンジョンコインを6000個獲得しよう	Obtain 6,000 Dungeon Coins	获得6000枚迷宫硬币吧	獲得6000個迷宮硬幣
4000161	ダンジョンコインを7000個獲得しよう	Obtain 7,000 Dungeon Coins	获得7000枚迷宫硬币吧	獲得7000個迷宮硬幣
4000162	調合を1回しよう	Synthesize 1 time(s)	进行1次调合吧	進行1次調合
4000163	調合を20回しよう	Synthesize 20 time(s)	进行20次调合吧	進行20次調合
4000164	調合を40回しよう	Synthesize 40 time(s)	进行40次调合吧	進行40次調合
4000165	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
4000166	調合を80回しよう	Synthesize 80 time(s)	进行80次调合吧	進行80次調合
4000167	調合を100回しよう	Synthesize 100 time(s)	进行100次调合吧	進行100次調合
4000168	1個のアイテムを変換しよう	Convert 1 item	变换1个道具吧	轉換1個道具
4000169	20個のアイテムを変換しよう	Convert 20 items	变换20个道具吧	轉換20個道具
4000170	40個のアイテムを変換しよう	Convert 40 items	变换40个道具吧	轉換40個道具
4000171	60個のアイテムを変換しよう	Convert 60 items	变换60个道具吧	轉換60個道具
4000172	80個のアイテムを変換しよう	Convert 80 items	变换80个道具吧	轉換80個道具
4000173	100個のアイテムを変換しよう	Convert 100 items	变换100个道具吧	轉換100個道具
4000179	調合を30回しよう	Synthesize 30 time(s)	进行30次调合吧	進行30次調合
4000180	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
4000181	調合を90回しよう	Synthesize 90 time(s)	进行90次调合吧	進行90次調合
4000182	調合を120回しよう	Synthesize 120 time(s)	进行120次调合吧	進行120次調合
4000183	調合を150回しよう	Synthesize 150 time(s)	进行150次调合吧	進行150次調合
4000184	調合を180回しよう	Synthesize 180 time(s)	进行180次调合吧	進行180次調合
4000185	調合を210回しよう	Synthesize 210 time(s)	进行210次调合吧	進行210次調合
4000186	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
4000187	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
4000188	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
4000189	期間中に1日出席（ログイン）しよう	Attend class (log in) during the event period	期间内出勤（登录）一天吧	在活動期間出席（登入）1天
4000190	期間中に2日出席（ログイン）しよう	Attend class (log in) 2 days during the event period	期间内出勤（登录）两天吧	在活動期間出席（登入）2天
4000191	期間中に3日出席（ログイン）しよう	Attend class (log in) 3 days during the event period	期间内出勤（登录）三天吧	在活動期間出席（登入）3天
4000192	期間中に4日出席（ログイン）しよう	Attend class (log in) 4 days during the event period	期间内出勤（登录）四天吧	在活動期間出席（登入）4天
4000193	【体育の宿題】期間中にスタミナを400消費しよう	[P.E. Homework] Use 400 stamina during the event period	【体育作业】期间内消耗400点体力吧	【體育作業】在活動期間消耗400精力
4000194	【体育の宿題】期間中にスタミナを800消費しよう	[P.E. Homework] Use 800 stamina during the event period	【体育作业】期间内消耗800点体力吧	【體育作業】在活動期間消耗800精力
4000195	【体育の宿題】期間中にスタミナを1200消費しよう	[P.E. Homework] Use 1200 stamina during the event period	【体育作业】期间内消耗1200点体力吧	【體育作業】在活動期間消耗1200精力
